GameID;GameNumber;GameDate;Opponent;Spot;Sub;Pos;2Boff;3Boff;HRoff;SBoff;CSby;PickBy;HBPby;IBBBy;CIinn;Year;RoundName;League;PlayerID;Player;G;PA;AB;R;H;RBI;2B;3B;HR;TB;XBH;SB;CS;Pick;BB;SO;HBP;S;SF;IBB;GIDP;2-out RBI;CI;RLISC;LOB;Teamname;RISP;BA;OBP;SLG;OPS;SBPct;PA/BB;BB/SO;SO/AB
10998;273;16.08.2020;Zürich Challengers II;1;0;6;0;0;0;2nd base off Christen/Sato;0;0;0;0;0;2020;VR;NLB;4128;Streicher, Ma. LIO;16;4;3;0;2;1;0;0;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;Zürich Lions;01. Jan;0.667;0.75;0.667;1.417;1;4;1;0.33
10998;273;16.08.2020;Zürich Challengers II;2;0;7;0;0;0;0;0;0;0;0;0;2020;VR;NLB;21430;Rosario Sepulveda, Ra. LIO;11;4;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Zürich Lions;0/2;0.25;0.25;0.25;0.5;.---;-.--;-.--;0
10998;273;16.08.2020;Zürich Challengers II;3;0;4;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3640;Frei, Ka. LIO;13;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;Zürich Lions;0/1;0;0.5;0;0.5;.---;2;1;1
10998;273;16.08.2020;Zürich Challengers II;3;1;5;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3992;Reyes, Ca. LIO;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Zürich Lions;0/1;0;0;0;0;.---;-.--;0;1
10998;273;16.08.2020;Zürich Challengers II;4;0;5 ,4;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3594;Dreiding, Ma. LIO;16;3;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;Zürich Lions;0/2;0.333;0.333;0.333;0.667;.---;-.--;0;0.33
10998;273;16.08.2020;Zürich Challengers II;5;0;3;0;0;0;0;0;1st base by Christen;0;0;0;2020;VR;NLB;9121;Werder, Ni. LIO;10;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;Zürich Lions;0/2;0;0;0;0;.---;-.--;-.--;0
10998;273;16.08.2020;Zürich Challengers II;6;0;2;0;0;0;3rd base off Christen/Sato ,2nd base off Kovac/Kämpfer;0;0;0;0;0;2020;VR;NLB;3750;Inauen, An. LIO;12;3;2;1;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;Zürich Lions;0/1;0.5;0.667;0.5;1.167;1;3;-.--;0
10998;273;16.08.2020;Zürich Challengers II;7;0;10;0;0;0;0;0;0;0;0;0;2020;VR;NLB;6388;Kessler, Be. LIO;9;3;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Zürich Lions;0/2;0;0;0;0;.---;-.--;0;0.33
10998;273;16.08.2020;Zürich Challengers II;8;0;8 ,9;0;0;0;2nd base off Christen/Sato ,3rd base off Christen/Sato ,2nd base off Christen/Kämpfer;0;0;0;0;0;2020;VR;NLB;3678;Gränz, Mi. LIO;14;3;2;1;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;1;0;1;2;Zürich Lions;0/1;0;0.333;0;0.333;1;3;1;0.5
10998;273;16.08.2020;Zürich Challengers II;9;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4181;Voelcker, Ju. LIO;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;Zürich Lions;0/2;0;0;0;0;.---;-.--;0;0.5
10998;273;16.08.2020;Zürich Challengers II;9;1;8;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3916;Novas Gil, Lu. LIO;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Lions;0/0;0;0;0;0;.---;-.--;-.--;0
10998;273;16.08.2020;Zürich Challengers II;10;0;1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;4119;Stevens, Ne. LIO;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Lions;0/0;.---;.---;.---;.---;.---;-.--;-.--;-.--
10998;273;16.08.2020;Zürich Lions;1;0;2;0;0;0;2nd base off Stevens/Inauen ,2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;4042;Sato, Da. CHA;9;2;1;1;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;Zürich Challengers II;0/0;1;1;1;2;1;2;-.--;0
10998;273;16.08.2020;Zürich Lions;1;1;2;0;0;0;0;0;0;0;0;0;2020;VR;NLB;16250;Kämpfer, Ba. CHA;10;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Zürich Challengers II;0/0;0;0.5;0;0.5;.---;2;-.--;0
10998;273;16.08.2020;Zürich Lions;2;0;6;0;0;0;0;0;0;0;0;0;2020;VR;NLB;19672;Siemers, Ni. CHA;13;4;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Zürich Challengers II;0/1;0.25;0.25;0.25;0.5;.---;-.--;-.--;0
10998;273;16.08.2020;Zürich Lions;3;0;10 ,1;0;0;0;2nd base off Stevens/Inauen ,3rd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;3798;Kovac, Ku. CHA;10;4;3;2;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;2;Zürich Challengers II;0/1;0.333;0.5;0.333;0.833;1;4;-.--;0
10998;273;16.08.2020;Zürich Lions;4;0;3 ,4;0;0;0;0;2nd base by Stevens/Inauen;0;0;0;0;2020;VR;NLB;19710;Figueroa Castillo, Sa. CHA;11;4;3;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;Zürich Challengers II;01. Feb;0.333;0.5;0.333;0.833;0;4;-.--;0
10998;273;16.08.2020;Zürich Lions;5;0;5;0;0;0;2nd base off Stevens/Inauen ,2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;16628;De la Rosa Bautista, Ju. CHA;8;3;2;1;2;1;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;Zürich Challengers II;0/0;1;0.667;1;1.667;1;-.--;-.--;0
10998;273;16.08.2020;Zürich Lions;6;0;8;0;0;0;0;0;0;0;0;0;2020;VR;NLB;15468;Falcone, Fr. CHA;8;3;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;Zürich Challengers II;01. Feb;0.333;0.333;0.333;0.667;.---;-.--;0;0.33
10998;273;16.08.2020;Zürich Lions;7;0;7;0;0;0;2nd base off Stevens/Inauen;0;0;0;0;0;2020;VR;NLB;3674;Gordon, Al. CHA;14;3;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;Zürich Challengers II;0/1;0;0.333;0;0.333;1;3;1;0.5
10998;273;16.08.2020;Zürich Lions;8;0;4;0;0;0;0;0;0;0;0;0;2020;VR;NLB;14254;Rüdisühli, An. CHA;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;Zürich Challengers II;0/1;0;0;0;0;.---;-.--;0;0.5
10998;273;16.08.2020;Zürich Lions;8;1;3;0;0;0;0;0;0;0;0;0;2020;VR;NLB;8727;Bättig Heredia, Fr. CHA;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Zürich Challengers II;0/1;0;0;0;0;.---;-.--;-.--;0
10998;273;16.08.2020;Zürich Lions;9;0;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;9128;De Leon Garcia, Wa. CHA;10;2;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Zürich Challengers II;0/1;0;0;0;0;.---;-.--;0;0.5
10998;273;16.08.2020;Zürich Lions;9;1;9;0;0;0;0;0;0;0;0;0;2020;VR;NLB;19734;Benz, De. CHA;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Zürich Challengers II;0/0;0;0;0;0;.---;-.--;0;1
10998;273;16.08.2020;Zürich Lions;10;0;1;0;0;0;0;0;0;0;0;0;2020;VR;NLB;3557;Christen, Ol. CHA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zürich Challengers II;0/0;.---;.---;.---;.---;.---;-.--;-.--;-.--
